Successfully processed folder: Cinematic Inspirations (movie, sense, relation, USAEnglish, English), testid: 0
Successfully processed folder: Musical Influence (movie, music, relation, NA, English), testid: 0
Successfully processed folder: Musical Influence (movie, music, relation, NA, English), testid: 1
Successfully processed folder: Musical Influence (movie, music, relation, NA, English), testid: 2
Successfully processed folder: Musical Influence (movie, music, relation, NA, English), testid: 3
Successfully processed folder: Geographical Setting (movie, location, relation, NA, English), testid: 0
Successfully processed folder: Geographical Setting (movie, location, relation, NA, English), testid: 1
Successfully processed folder: Geographical Setting (movie, location, relation, NA, English), testid: 2
Successfully processed folder: Geographical Setting (movie, location, relation, NA, English), testid: 3
Successfully processed folder: Cinematic Techniques (movie, art, relation, NA, English), testid: 0
Successfully processed folder: Cinematic Techniques (movie, art, relation, NA, English), testid: 1
Successfully processed folder: Cinematic Techniques (movie, art, relation, NA, English), testid: 2
Successfully processed folder: Cinematic Techniques (movie, art, relation, NA, English), testid: 3
Successfully processed folder: Culinary Representation (movie, food, relation, NA, English), testid: 0
Successfully processed folder: Culinary Representation (movie, food, relation, NA, English), testid: 1
Successfully processed folder: Culinary Representation (movie, food, relation, NA, English), testid: 2
Successfully processed folder: Culinary Representation (movie, food, relation, NA, English), testid: 3
Successfully processed folder: Storytelling Through Time (movie, history, relation, NA, English), testid: 0
Successfully processed folder: Storytelling Through Time (movie, history, relation, NA, English), testid: 1
Successfully processed folder: Storytelling Through Time (movie, history, relation, NA, English), testid: 2
Successfully processed folder: Storytelling Through Time (movie, history, relation, NA, English), testid: 3
Successfully processed folder: Emotional Journey (movie, sense, relation, NA, English), testid: 0
Successfully processed folder: Emotional Journey (movie, sense, relation, NA, English), testid: 1
Successfully processed folder: Emotional Journey (movie, sense, relation, NA, English), testid: 2
Successfully processed folder: Emotional Journey (movie, sense, relation, NA, English), testid: 3
Successfully processed folder: Technological Imagery (movie, STEM, relation, NA, English), testid: 0
Successfully processed folder: Technological Imagery (movie, STEM, relation, NA, English), testid: 1
Successfully processed folder: Technological Imagery (movie, STEM, relation, NA, English), testid: 2
Successfully processed folder: Technological Imagery (movie, STEM, relation, NA, English), testid: 3
Successfully processed folder: Evolution of character design (cartoon or game, art, relation, USAEnglish, English), testid: 0
Successfully processed folder: Evolution of character design (cartoon or game, art, relation, USAEnglish, English), testid: 1
Successfully processed folder: Evolution of character design (cartoon or game, art, relation, USAEnglish, English), testid: 2
Successfully processed folder: Evolution of character design (cartoon or game, art, relation, USAEnglish, English), testid: 3
Successfully processed folder: similar pronunciation in Portuguese (people, music, mutual elements, Non-English European, Portuguese), testid: 0
Successfully processed folder: similar pronunciation in Portuguese (people, music, mutual elements, Non-English European, Portuguese), testid: 1
Successfully processed folder: similar pronunciation in Portuguese (people, music, mutual elements, Non-English European, Portuguese), testid: 2
Successfully processed folder: similar pronunciation in Portuguese (people, music, mutual elements, Non-English European, Portuguese), testid: 3
Successfully processed folder: Architectural influences (culture, art, relation, Non-English European, English), testid: 0
Successfully processed folder: Architectural influences (culture, art, relation, Non-English European, English), testid: 1
Successfully processed folder: Architectural influences (culture, art, relation, Non-English European, English), testid: 2
Successfully processed folder: Architectural influences (culture, art, relation, Non-English European, English), testid: 3
Successfully processed folder: Culinary evolution1 (culture, food, relation, Non-English European, English), testid: 0
Successfully processed folder: Culinary evolution1 (culture, food, relation, Non-English European, English), testid: 1
Successfully processed folder: Culinary evolution1 (culture, food, relation, Non-English European, English), testid: 2
Successfully processed folder: Culinary evolution1 (culture, food, relation, Non-English European, English), testid: 3
Successfully processed folder: Maritime exploration (culture, STEM, relation, Non-English European, English), testid: 0
Successfully processed folder: Maritime exploration (culture, STEM, relation, Non-English European, English), testid: 1
Successfully processed folder: Maritime exploration (culture, STEM, relation, Non-English European, English), testid: 2
Successfully processed folder: Maritime exploration (culture, STEM, relation, Non-English European, English), testid: 3
Successfully processed folder: Language evolution (culture, history, relation, Non-English European, English), testid: 0
Successfully processed folder: Language evolution (culture, history, relation, Non-English European, English), testid: 1
Successfully processed folder: Language evolution (culture, history, relation, Non-English European, English), testid: 2
Successfully processed folder: Language evolution (culture, history, relation, Non-English European, English), testid: 3
Successfully processed folder: Music genres (culture, music, relation, Non-English European, English), testid: 0
Successfully processed folder: Music genres (culture, music, relation, Non-English European, English), testid: 1
Successfully processed folder: Music genres (culture, music, relation, Non-English European, English), testid: 2
Successfully processed folder: Music genres (culture, music, relation, Non-English European, English), testid: 3
Successfully processed folder: Religious architecture (culture, art, relation, Non-English European, English), testid: 0
Successfully processed folder: Religious architecture (culture, art, relation, Non-English European, English), testid: 1
Successfully processed folder: Religious architecture (culture, art, relation, Non-English European, English), testid: 2
Successfully processed folder: Religious architecture (culture, art, relation, Non-English European, English), testid: 3
Successfully processed folder: Festival celebrations (culture, culture, relation, Non-English European, English), testid: 0
Successfully processed folder: Festival celebrations (culture, culture, relation, Non-English European, English), testid: 1
Successfully processed folder: Festival celebrations (culture, culture, relation, Non-English European, English), testid: 2
Successfully processed folder: Festival celebrations (culture, culture, relation, Non-English European, English), testid: 3
Successfully processed folder: Navigation techniques (culture, STEM, relation, Non-English European, English), testid: 0
Successfully processed folder: Navigation techniques (culture, STEM, relation, Non-English European, English), testid: 1
Successfully processed folder: Navigation techniques (culture, STEM, relation, Non-English European, English), testid: 2
Successfully processed folder: Navigation techniques (culture, STEM, relation, Non-English European, English), testid: 3
Successfully processed folder: Textile patterns (culture, art, relation, Non-English European, English), testid: 0
Successfully processed folder: Textile patterns (culture, art, relation, Non-English European, English), testid: 1
Successfully processed folder: Textile patterns (culture, art, relation, Non-English European, English), testid: 2
Successfully processed folder: Textile patterns (culture, art, relation, Non-English European, English), testid: 3
Successfully processed folder: Economic trade (culture, business, relation, Non-English European, English), testid: 0
Successfully processed folder: Economic trade (culture, business, relation, Non-English European, English), testid: 1
Successfully processed folder: Economic trade (culture, business, relation, Non-English European, English), testid: 2
Successfully processed folder: Economic trade (culture, business, relation, Non-English European, English), testid: 3
Successfully processed folder: Homophones in Portuguese (sense, stuff, mutual elements, Non-English European, English), testid: 0
Successfully processed folder: Homophones in Portuguese (sense, stuff, mutual elements, Non-English European, English), testid: 1
Successfully processed folder: Homophones in Portuguese (sense, stuff, mutual elements, Non-English European, English), testid: 2
Successfully processed folder: Homophones in Portuguese (sense, stuff, mutual elements, Non-English European, English), testid: 3
Successfully processed folder: Homophones in Portuguese1 (sense, stuff, mutual elements, Non-English European, English), testid: 0
Successfully processed folder: Homophones in Portuguese1 (sense, stuff, mutual elements, Non-English European, English), testid: 1
Successfully processed folder: Homophones in Portuguese1 (sense, stuff, mutual elements, Non-English European, English), testid: 2
Successfully processed folder: Homophones in Portuguese1 (sense, stuff, mutual elements, Non-English European, English), testid: 3
Successfully processed folder: Homophones in Portuguese2 (sense, stuff, mutual elements, Non-English European, English), testid: 0
Successfully processed folder: Homophones in Portuguese2 (sense, stuff, mutual elements, Non-English European, English), testid: 1
Successfully processed folder: Homophones in Portuguese2 (sense, stuff, mutual elements, Non-English European, English), testid: 2
Successfully processed folder: Homophones in Portuguese2 (sense, stuff, mutual elements, Non-English European, English), testid: 3
Successfully processed folder: Homophones in Portuguese3 (sense, stuff, mutual elements, Non-English European, English), testid: 0
Successfully processed folder: Homophones in Portuguese3 (sense, stuff, mutual elements, Non-English European, English), testid: 1
Successfully processed folder: Homophones in Portuguese3 (sense, stuff, mutual elements, Non-English European, English), testid: 2
Successfully processed folder: Homophones in Portuguese3 (sense, stuff, mutual elements, Non-English European, English), testid: 3
Successfully processed folder: Homophones in Portuguese4 (sense, stuff, mutual elements, Non-English European, English), testid: 0
Successfully processed folder: Homophones in Portuguese4 (sense, stuff, mutual elements, Non-English European, English), testid: 1
Successfully processed folder: Homophones in Portuguese4 (sense, stuff, mutual elements, Non-English European, English), testid: 2
Successfully processed folder: Homophones in Portuguese4 (sense, stuff, mutual elements, Non-English European, English), testid: 3
Successfully processed folder: Homophones in Portuguese5 (sense, stuff, mutual elements, Non-English European, English), testid: 0
Successfully processed folder: Homophones in Portuguese5 (sense, stuff, mutual elements, Non-English European, English), testid: 1
Successfully processed folder: Homophones in Portuguese5 (sense, stuff, mutual elements, Non-English European, English), testid: 2
Successfully processed folder: Homophones in Portuguese5 (sense, stuff, mutual elements, Non-English European, English), testid: 3
Successfully processed folder: Homophones in Portuguese6 (sense, stuff, mutual elements, Non-English European, English), testid: 0
Successfully processed folder: Homophones in Portuguese6 (sense, stuff, mutual elements, Non-English European, English), testid: 1
Successfully processed folder: Homophones in Portuguese6 (sense, stuff, mutual elements, Non-English European, English), testid: 2
Successfully processed folder: Homophones in Portuguese6 (sense, stuff, mutual elements, Non-English European, English), testid: 3
Successfully processed folder: Homophones in Portuguese7 (sense, stuff, mutual elements, Non-English European, English), testid: 0
Successfully processed folder: Homophones in Portuguese7 (sense, stuff, mutual elements, Non-English European, English), testid: 1
Successfully processed folder: Homophones in Portuguese7 (sense, stuff, mutual elements, Non-English European, English), testid: 2
Successfully processed folder: Homophones in Portuguese7 (sense, stuff, mutual elements, Non-English European, English), testid: 3
Successfully processed folder: الرموز الثقافية (culture, stuff, mutual elements, Arabic-Islamic, Arabic), testid: 0
Successfully processed folder: الرموز الثقافية (culture, stuff, mutual elements, Arabic-Islamic, Arabic), testid: 1
Successfully processed folder: الرموز الثقافية (culture, stuff, mutual elements, Arabic-Islamic, Arabic), testid: 2
Successfully processed folder: الرموز الثقافية (culture, stuff, mutual elements, Arabic-Islamic, Arabic), testid: 3
Successfully processed folder: الطبخ والتراث الثقافي (culture, history, relation, Arabic-Islamic, Arabic), testid: 0
Successfully processed folder: الطبخ والتراث الثقافي (culture, history, relation, Arabic-Islamic, Arabic), testid: 1
Successfully processed folder: الطبخ والتراث الثقافي (culture, history, relation, Arabic-Islamic, Arabic), testid: 2
Successfully processed folder: الطبخ والتراث الثقافي (culture, history, relation, Arabic-Islamic, Arabic), testid: 3
Successfully processed folder: أهمية ثقافية (culture, stuff, relation, Arabic-Islamic, Arabic), testid: 0
Successfully processed folder: أهمية ثقافية (culture, stuff, relation, Arabic-Islamic, Arabic), testid: 1
Successfully processed folder: أهمية ثقافية (culture, stuff, relation, Arabic-Islamic, Arabic), testid: 2
Successfully processed folder: أهمية ثقافية (culture, stuff, relation, Arabic-Islamic, Arabic), testid: 3
Successfully processed folder: التقاليد الثقافية (culture, stuff, relation, Arabic-Islamic, Arabic), testid: 0
Successfully processed folder: التقاليد الثقافية (culture, stuff, relation, Arabic-Islamic, Arabic), testid: 1
Successfully processed folder: التقاليد الثقافية (culture, stuff, relation, Arabic-Islamic, Arabic), testid: 2
Successfully processed folder: التقاليد الثقافية (culture, stuff, relation, Arabic-Islamic, Arabic), testid: 3
Successfully processed folder: الفن والهندسة المعمارية (art, location, relation, Arabic-Islamic, Arabic), testid: 0
Successfully processed folder: الفن والهندسة المعمارية (art, location, relation, Arabic-Islamic, Arabic), testid: 1
Successfully processed folder: الفن والهندسة المعمارية (art, location, relation, Arabic-Islamic, Arabic), testid: 2
Successfully processed folder: الفن والهندسة المعمارية (art, location, relation, Arabic-Islamic, Arabic), testid: 3
Successfully processed folder: Associação de cores (culture, stuff, relation, NA, Portuguese), testid: 0
Successfully processed folder: Associação de cores (culture, stuff, relation, NA, Portuguese), testid: 1
Successfully processed folder: Associação de cores (culture, stuff, relation, NA, Portuguese), testid: 2
Successfully processed folder: Associação de cores (culture, stuff, relation, NA, Portuguese), testid: 3
Successfully processed folder: Representações simbólicas (culture, location, relation, NA, Portuguese), testid: 0
Successfully processed folder: Representações simbólicas (culture, location, relation, NA, Portuguese), testid: 1
Successfully processed folder: Representações simbólicas (culture, location, relation, NA, Portuguese), testid: 2
Successfully processed folder: Representações simbólicas (culture, location, relation, NA, Portuguese), testid: 3
Successfully processed folder: Conexões Geográficas (culture, location, relation, NA, Portuguese), testid: 0
Successfully processed folder: Conexões Geográficas (culture, location, relation, NA, Portuguese), testid: 1
Successfully processed folder: Conexões Geográficas (culture, location, relation, NA, Portuguese), testid: 2
Successfully processed folder: Conexões Geográficas (culture, location, relation, NA, Portuguese), testid: 3
Successfully processed folder: Recursos Culinários e Naturais (culture, stuff, relation, NA, Portuguese), testid: 0
Successfully processed folder: Recursos Culinários e Naturais (culture, stuff, relation, NA, Portuguese), testid: 1
Successfully processed folder: Recursos Culinários e Naturais (culture, stuff, relation, NA, Portuguese), testid: 2
Successfully processed folder: Recursos Culinários e Naturais (culture, stuff, relation, NA, Portuguese), testid: 3
Successfully processed folder: Instituições Culturais (culture, culture, relation, NA, Portuguese), testid: 0
Successfully processed folder: Instituições Culturais (culture, culture, relation, NA, Portuguese), testid: 1
Successfully processed folder: Instituições Culturais (culture, culture, relation, NA, Portuguese), testid: 2
Successfully processed folder: Instituições Culturais (culture, culture, relation, NA, Portuguese), testid: 3
Successfully processed folder: Representações Simbólicas (culture, stuff, relation, Non-English European, Portuguese), testid: 0
Successfully processed folder: Representações Simbólicas (culture, stuff, relation, Non-English European, Portuguese), testid: 1
Successfully processed folder: Representações Simbólicas (culture, stuff, relation, Non-English European, Portuguese), testid: 2
Successfully processed folder: Representações Simbólicas (culture, stuff, relation, Non-English European, Portuguese), testid: 3
Successfully processed folder: Símbolos Culturais (culture, culture, relation, Non-English European, Portuguese), testid: 0
Successfully processed folder: Símbolos Culturais (culture, culture, relation, Non-English European, Portuguese), testid: 1
Successfully processed folder: Símbolos Culturais (culture, culture, relation, Non-English European, Portuguese), testid: 2
Successfully processed folder: Símbolos Culturais (culture, culture, relation, Non-English European, Portuguese), testid: 3
Successfully processed folder: Ferramentas Culturais (culture, stuff, relation, Non-English European, Portuguese), testid: 0
Successfully processed folder: Ferramentas Culturais (culture, stuff, relation, Non-English European, Portuguese), testid: 1
Successfully processed folder: Ferramentas Culturais (culture, stuff, relation, Non-English European, Portuguese), testid: 2
Successfully processed folder: Ferramentas Culturais (culture, stuff, relation, Non-English European, Portuguese), testid: 3
Successfully processed folder: Herança Culinária (culture, culture, relation, NA, Portuguese), testid: 0
Successfully processed folder: Herança Culinária (culture, culture, relation, NA, Portuguese), testid: 1
Successfully processed folder: Herança Culinária (culture, culture, relation, NA, Portuguese), testid: 2
Successfully processed folder: Herança Culinária (culture, culture, relation, NA, Portuguese), testid: 3
Successfully processed folder: Instrumentos Musicais e Dança (culture, culture, relation, NA, Portuguese), testid: 0
Successfully processed folder: Instrumentos Musicais e Dança (culture, culture, relation, NA, Portuguese), testid: 1
Successfully processed folder: Instrumentos Musicais e Dança (culture, culture, relation, NA, Portuguese), testid: 2
Successfully processed folder: Instrumentos Musicais e Dança (culture, culture, relation, NA, Portuguese), testid: 3
Successfully processed folder: Tradições Culinárias e Artísticas (culture, culture, relation, NA, Portuguese), testid: 0
Successfully processed folder: Tradições Culinárias e Artísticas (culture, culture, relation, NA, Portuguese), testid: 1
Successfully processed folder: Tradições Culinárias e Artísticas (culture, culture, relation, NA, Portuguese), testid: 2
Successfully processed folder: Tradições Culinárias e Artísticas (culture, culture, relation, NA, Portuguese), testid: 3
Successfully processed folder: Expressões Musicais e Performance (culture, culture, relation, NA, Portuguese), testid: 0
Successfully processed folder: Expressões Musicais e Performance (culture, culture, relation, NA, Portuguese), testid: 1
Successfully processed folder: Expressões Musicais e Performance (culture, culture, relation, NA, Portuguese), testid: 2
Successfully processed folder: Expressões Musicais e Performance (culture, culture, relation, NA, Portuguese), testid: 3
Results saved to /U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Incontext_Images/wzd/internlm-xcomposer2d5-7b_incontext_results.json
