Error loading image 2_Factory production line.jpg in folder Kanban(invisible, business, relation, East Asia, Japanese): cannot identify image file '/U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Multi_Images/wzd/images/Kanban(invisible, business, relation, East Asia, Japanese)/2_Factory production line.jpg'
Not enough valid images are required for processing.
Successfully processed folder: Fossils(invisible, time, relation, NA, English), testid: 0
Successfully processed folder: 물에 빠진 사람은 물을 건너라(invisible, business, relation, East Asia, Korean), testid: 4
Successfully processed folder: 물에 빠진 사람은 물을 건너라(invisible, business, relation, East Asia, Korean), testid: 5
Successfully processed folder: 물에 빠진 사람은 물을 건너라(invisible, business, relation, East Asia, Korean), testid: 6
Successfully processed folder: 물에 빠진 사람은 물을 건너라(invisible, business, relation, East Asia, Korean), testid: 7
Successfully processed folder: 물에 빠진 사람은 물을 건너라(invisible, business, relation, East Asia, Korean), testid: 8
Successfully processed folder: Supply Chain Management(invisible, business, relation, NA, English), testid: 0
Successfully processed folder: Supply Chain Management(invisible, business, relation, NA, English), testid: 1
Successfully processed folder: Supply Chain Management(invisible, business, relation, NA, English), testid: 2
Successfully processed folder: Supply Chain Management(invisible, business, relation, NA, English), testid: 3
Successfully processed folder: Supply Chain Management(invisible, business, relation, NA, English), testid: 4
Successfully processed folder: Supply Chain Management(invisible, business, relation, NA, English), testid: 5
Successfully processed folder: Supply Chain Management(invisible, business, relation, NA, English), testid: 6
Successfully processed folder: Supply Chain Management(invisible, business, relation, NA, English), testid: 7
Successfully processed folder: Supply Chain Management(invisible, business, relation, NA, English), testid: 8
Successfully processed folder: Chaos theory2(invisible, STEM, metaphor, NA, English), testid: 0
Successfully processed folder: Chaos theory2(invisible, STEM, metaphor, NA, English), testid: 1
Successfully processed folder: Chaos theory2(invisible, STEM, metaphor, NA, English), testid: 2
Successfully processed folder: Chaos theory2(invisible, STEM, metaphor, NA, English), testid: 3
Successfully processed folder: Chaos theory2(invisible, STEM, metaphor, NA, English), testid: 4
Successfully processed folder: Chaos theory2(invisible, STEM, metaphor, NA, English), testid: 5
Successfully processed folder: Chaos theory2(invisible, STEM, metaphor, NA, English), testid: 6
Successfully processed folder: Chaos theory2(invisible, STEM, metaphor, NA, English), testid: 7
Successfully processed folder: Chaos theory2(invisible, STEM, metaphor, NA, English), testid: 8
Successfully processed folder: The butterfly effect(visible, STEM, relation, NA, English), testid: 0
Successfully processed folder: The butterfly effect(visible, STEM, relation, NA, English), testid: 1
Successfully processed folder: The butterfly effect(visible, STEM, relation, NA, English), testid: 2
Successfully processed folder: The butterfly effect(visible, STEM, relation, NA, English), testid: 3
Successfully processed folder: The butterfly effect(visible, STEM, relation, NA, English), testid: 4
Successfully processed folder: The butterfly effect(visible, STEM, relation, NA, English), testid: 5
Successfully processed folder: The butterfly effect(visible, STEM, relation, NA, English), testid: 6
Successfully processed folder: The butterfly effect(visible, STEM, relation, NA, English), testid: 7
Successfully processed folder: The butterfly effect(visible, STEM, relation, NA, English), testid: 8
Successfully processed folder: The butterfly effect3(visible, STEM, relation, NA, English), testid: 0
Successfully processed folder: The butterfly effect3(visible, STEM, relation, NA, English), testid: 1
Successfully processed folder: The butterfly effect3(visible, STEM, relation, NA, English), testid: 2
Successfully processed folder: The butterfly effect3(visible, STEM, relation, NA, English), testid: 3
Successfully processed folder: The butterfly effect3(visible, STEM, relation, NA, English), testid: 4
Successfully processed folder: The butterfly effect3(visible, STEM, relation, NA, English), testid: 5
Successfully processed folder: The butterfly effect3(visible, STEM, relation, NA, English), testid: 6
Successfully processed folder: The butterfly effect3(visible, STEM, relation, NA, English), testid: 7
Successfully processed folder: The butterfly effect3(visible, STEM, relation, NA, English), testid: 8
Successfully processed folder: Golden ratio3(invisible, STEM, mutual elements, NA, English), testid: 0
Successfully processed folder: Golden ratio3(invisible, STEM, mutual elements, NA, English), testid: 1
Successfully processed folder: Golden ratio3(invisible, STEM, mutual elements, NA, English), testid: 2
Successfully processed folder: Golden ratio3(invisible, STEM, mutual elements, NA, English), testid: 3
Successfully processed folder: Golden ratio3(invisible, STEM, mutual elements, NA, English), testid: 4
Successfully processed folder: Golden ratio3(invisible, STEM, mutual elements, NA, English), testid: 5
Successfully processed folder: Golden ratio3(invisible, STEM, mutual elements, NA, English), testid: 6
Successfully processed folder: Golden ratio3(invisible, STEM, mutual elements, NA, English), testid: 7
Successfully processed folder: Golden ratio3(invisible, STEM, mutual elements, NA, English), testid: 8
Successfully processed folder: Chaos theory(invisible, STEM, metaphor, NA, English), testid: 0
Successfully processed folder: Chaos theory(invisible, STEM, metaphor, NA, English), testid: 1
Successfully processed folder: Chaos theory(invisible, STEM, metaphor, NA, English), testid: 2
Successfully processed folder: Chaos theory(invisible, STEM, metaphor, NA, English), testid: 3
Successfully processed folder: Chaos theory(invisible, STEM, metaphor, NA, English), testid: 4
Successfully processed folder: Chaos theory(invisible, STEM, metaphor, NA, English), testid: 5
Successfully processed folder: Chaos theory(invisible, STEM, metaphor, NA, English), testid: 6
Successfully processed folder: Chaos theory(invisible, STEM, metaphor, NA, English), testid: 7
Successfully processed folder: Chaos theory(invisible, STEM, metaphor, NA, English), testid: 8
Successfully processed folder: Black hole1(invisible, STEM, mutual elements, NA, English), testid: 0
Successfully processed folder: Black hole1(invisible, STEM, mutual elements, NA, English), testid: 1
Successfully processed folder: Black hole1(invisible, STEM, mutual elements, NA, English), testid: 2
Successfully processed folder: Black hole1(invisible, STEM, mutual elements, NA, English), testid: 3
Successfully processed folder: Black hole1(invisible, STEM, mutual elements, NA, English), testid: 4
Successfully processed folder: Black hole1(invisible, STEM, mutual elements, NA, English), testid: 5
Successfully processed folder: Black hole1(invisible, STEM, mutual elements, NA, English), testid: 6
Successfully processed folder: Black hole1(invisible, STEM, mutual elements, NA, English), testid: 7
Successfully processed folder: Black hole1(invisible, STEM, mutual elements, NA, English), testid: 8
Successfully processed folder: Golden ratio2(invisible, STEM, mutual elements, NA, English), testid: 0
Successfully processed folder: Golden ratio2(invisible, STEM, mutual elements, NA, English), testid: 1
Successfully processed folder: Golden ratio2(invisible, STEM, mutual elements, NA, English), testid: 2
Successfully processed folder: Golden ratio2(invisible, STEM, mutual elements, NA, English), testid: 3
Successfully processed folder: Golden ratio2(invisible, STEM, mutual elements, NA, English), testid: 4
Successfully processed folder: Golden ratio2(invisible, STEM, mutual elements, NA, English), testid: 5
Successfully processed folder: Golden ratio2(invisible, STEM, mutual elements, NA, English), testid: 6
Successfully processed folder: Golden ratio2(invisible, STEM, mutual elements, NA, English), testid: 7
Successfully processed folder: Golden ratio2(invisible, STEM, mutual elements, NA, English), testid: 8
Successfully processed folder: Black hole(invisible, STEM, metaphor, NA, English), testid: 0
Successfully processed folder: Black hole(invisible, STEM, metaphor, NA, English), testid: 1
Successfully processed folder: Black hole(invisible, STEM, metaphor, NA, English), testid: 2
Successfully processed folder: Black hole(invisible, STEM, metaphor, NA, English), testid: 3
Successfully processed folder: Black hole(invisible, STEM, metaphor, NA, English), testid: 4
Successfully processed folder: Black hole(invisible, STEM, metaphor, NA, English), testid: 5
Successfully processed folder: Black hole(invisible, STEM, metaphor, NA, English), testid: 6
Successfully processed folder: Black hole(invisible, STEM, metaphor, NA, English), testid: 7
Successfully processed folder: Black hole(invisible, STEM, metaphor, NA, English), testid: 8
Successfully processed folder: Fibonacci sequence(invisible, STEM, mutual elements, NA, English), testid: 0
Successfully processed folder: Fibonacci sequence(invisible, STEM, mutual elements, NA, English), testid: 1
Successfully processed folder: Fibonacci sequence(invisible, STEM, mutual elements, NA, English), testid: 2
Successfully processed folder: Fibonacci sequence(invisible, STEM, mutual elements, NA, English), testid: 3
Successfully processed folder: Fibonacci sequence(invisible, STEM, mutual elements, NA, English), testid: 4
Successfully processed folder: Fibonacci sequence(invisible, STEM, mutual elements, NA, English), testid: 5
Successfully processed folder: Fibonacci sequence(invisible, STEM, mutual elements, NA, English), testid: 6
Successfully processed folder: Fibonacci sequence(invisible, STEM, mutual elements, NA, English), testid: 7
Successfully processed folder: Fibonacci sequence(invisible, STEM, mutual elements, NA, English), testid: 8
Successfully processed folder: CRISPR technology2(invisible, STEM, relation, NA, English), testid: 0
Successfully processed folder: CRISPR technology2(invisible, STEM, relation, NA, English), testid: 1
Successfully processed folder: CRISPR technology2(invisible, STEM, relation, NA, English), testid: 2
Successfully processed folder: CRISPR technology2(invisible, STEM, relation, NA, English), testid: 3
Successfully processed folder: CRISPR technology2(invisible, STEM, relation, NA, English), testid: 4
Successfully processed folder: CRISPR technology2(invisible, STEM, relation, NA, English), testid: 5
Successfully processed folder: CRISPR technology2(invisible, STEM, relation, NA, English), testid: 6
Successfully processed folder: CRISPR technology2(invisible, STEM, relation, NA, English), testid: 7
Successfully processed folder: CRISPR technology2(invisible, STEM, relation, NA, English), testid: 8
Successfully processed folder: DNA double helix(visible, STEM, metaphor, NA, English), testid: 0
Successfully processed folder: DNA double helix(visible, STEM, metaphor, NA, English), testid: 1
Successfully processed folder: DNA double helix(visible, STEM, metaphor, NA, English), testid: 2
Successfully processed folder: DNA double helix(visible, STEM, metaphor, NA, English), testid: 3
Successfully processed folder: DNA double helix(visible, STEM, metaphor, NA, English), testid: 4
Successfully processed folder: DNA double helix(visible, STEM, metaphor, NA, English), testid: 5
Successfully processed folder: DNA double helix(visible, STEM, metaphor, NA, English), testid: 6
Successfully processed folder: DNA double helix(visible, STEM, metaphor, NA, English), testid: 7
Successfully processed folder: DNA double helix(visible, STEM, metaphor, NA, English), testid: 8
Successfully processed folder: The butterfly effect1(visible, STEM, relation, NA, English), testid: 0
Successfully processed folder: The butterfly effect1(visible, STEM, relation, NA, English), testid: 1
Successfully processed folder: The butterfly effect1(visible, STEM, relation, NA, English), testid: 2
Successfully processed folder: The butterfly effect1(visible, STEM, relation, NA, English), testid: 3
Successfully processed folder: The butterfly effect1(visible, STEM, relation, NA, English), testid: 4
Successfully processed folder: The butterfly effect1(visible, STEM, relation, NA, English), testid: 5
Successfully processed folder: The butterfly effect1(visible, STEM, relation, NA, English), testid: 6
Successfully processed folder: The butterfly effect1(visible, STEM, relation, NA, English), testid: 7
Successfully processed folder: The butterfly effect1(visible, STEM, relation, NA, English), testid: 8
Error loading image 2_Market Research.jpg in folder Marketing(invisible, business, relation, NA, English): cannot identify image file '/U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Multi_Images/wzd/images/Marketing(invisible, business, relation, NA, English)/2_Market Research.jpg'
Not enough valid images are required for processing.
Error loading image 3_Barcode.jpg in folder Genetic code(invisible, STEM, metaphor, NA, English): cannot identify image file '/U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Multi_Images/wzd/images/Genetic code(invisible, STEM, metaphor, NA, English)/3_Barcode.jpg'
Not enough valid images are required for processing.
Successfully processed folder: Fractals1(invisible, STEM, metaphor, NA, English), testid: 0
Successfully processed folder: Fractals1(invisible, STEM, metaphor, NA, English), testid: 1
Successfully processed folder: Fractals1(invisible, STEM, metaphor, NA, English), testid: 2
Successfully processed folder: Fractals1(invisible, STEM, metaphor, NA, English), testid: 3
Successfully processed folder: Fractals1(invisible, STEM, metaphor, NA, English), testid: 4
Successfully processed folder: Fractals1(invisible, STEM, metaphor, NA, English), testid: 5
Successfully processed folder: Fractals1(invisible, STEM, metaphor, NA, English), testid: 6
Successfully processed folder: Fractals1(invisible, STEM, metaphor, NA, English), testid: 7
Successfully processed folder: Fractals1(invisible, STEM, metaphor, NA, English), testid: 8
Successfully processed folder: Genetic code1(invisible, STEM, mutual elements, NA, English), testid: 0
Successfully processed folder: Genetic code1(invisible, STEM, mutual elements, NA, English), testid: 1
Successfully processed folder: Genetic code1(invisible, STEM, mutual elements, NA, English), testid: 2
Successfully processed folder: Genetic code1(invisible, STEM, mutual elements, NA, English), testid: 3
Successfully processed folder: Genetic code1(invisible, STEM, mutual elements, NA, English), testid: 4
Successfully processed folder: Genetic code1(invisible, STEM, mutual elements, NA, English), testid: 5
Successfully processed folder: Genetic code1(invisible, STEM, mutual elements, NA, English), testid: 6
Successfully processed folder: Genetic code1(invisible, STEM, mutual elements, NA, English), testid: 7
Successfully processed folder: Genetic code1(invisible, STEM, mutual elements, NA, English), testid: 8
Successfully processed folder: Artificial intelligence(visible, STEM, metaphor, NA, English), testid: 0
Successfully processed folder: Artificial intelligence(visible, STEM, metaphor, NA, English), testid: 1
Successfully processed folder: Artificial intelligence(visible, STEM, metaphor, NA, English), testid: 2
Successfully processed folder: Artificial intelligence(visible, STEM, metaphor, NA, English), testid: 3
Successfully processed folder: Artificial intelligence(visible, STEM, metaphor, NA, English), testid: 4
Successfully processed folder: Artificial intelligence(visible, STEM, metaphor, NA, English), testid: 5
Successfully processed folder: Artificial intelligence(visible, STEM, metaphor, NA, English), testid: 6
Successfully processed folder: Artificial intelligence(visible, STEM, metaphor, NA, English), testid: 7
Successfully processed folder: Artificial intelligence(visible, STEM, metaphor, NA, English), testid: 8
Successfully processed folder: The Pythagorean theorem(invisible, STEM, mutual elements, NA, English), testid: 0
Successfully processed folder: The Pythagorean theorem(invisible, STEM, mutual elements, NA, English), testid: 1
Successfully processed folder: The Pythagorean theorem(invisible, STEM, mutual elements, NA, English), testid: 2
Successfully processed folder: The Pythagorean theorem(invisible, STEM, mutual elements, NA, English), testid: 3
Successfully processed folder: The Pythagorean theorem(invisible, STEM, mutual elements, NA, English), testid: 4
Successfully processed folder: The Pythagorean theorem(invisible, STEM, mutual elements, NA, English), testid: 5
Successfully processed folder: The Pythagorean theorem(invisible, STEM, mutual elements, NA, English), testid: 6
Successfully processed folder: The Pythagorean theorem(invisible, STEM, mutual elements, NA, English), testid: 7
Successfully processed folder: The Pythagorean theorem(invisible, STEM, mutual elements, NA, English), testid: 8
Successfully processed folder: Fibonacci sequence1(invisible, STEM, mutual elements, NA, English), testid: 0
Successfully processed folder: Fibonacci sequence1(invisible, STEM, mutual elements, NA, English), testid: 1
Successfully processed folder: Fibonacci sequence1(invisible, STEM, mutual elements, NA, English), testid: 2
Successfully processed folder: Fibonacci sequence1(invisible, STEM, mutual elements, NA, English), testid: 3
Successfully processed folder: Fibonacci sequence1(invisible, STEM, mutual elements, NA, English), testid: 4
Successfully processed folder: Fibonacci sequence1(invisible, STEM, mutual elements, NA, English), testid: 5
Successfully processed folder: Fibonacci sequence1(invisible, STEM, mutual elements, NA, English), testid: 6
Successfully processed folder: Fibonacci sequence1(invisible, STEM, mutual elements, NA, English), testid: 7
Successfully processed folder: Fibonacci sequence1(invisible, STEM, mutual elements, NA, English), testid: 8
Results saved to /U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Multi_Images/wzd/VILA1.5-40b_multi_results.json
